period,agency,record,record_label,approp,allot_ps,allot_mode,allot_co,allot_tot,oblig_ps,oblig_mode,oblig_co,oblig_tot,uoblig_ps,uoblig_mode,uoblig_co,uoblig_tot,obligrate
2012_Q3,Department of Agriculture,budget_spf,            Special Purpose Funds,291073,166273,123300,1500,291073,179817,103561,0,283378,-13544,19739,1500,7695,
2012_Q3,Department of Agriculture,budget_automatic,            Automatic Appro,442473,278664,163809,0,442473,224224,101916,0,326140,54440,61893,0,116333,
2012_Q3,Department of Agriculture,contappro,     Continuing Appro,11725234,0,4537397,7187837,11725234,0,3292157,3739982,7032139,0,1245240,3447855,4693095,
2012_Q3,Department of Agriculture,contappro_end,            Unobligated Allotment as of 12/31/11,11662478,0,4474641,7187837,11662478,0,3290187,3739982,7030169,0,1184454,3447855,4632309,
2012_Q3,Department of Agriculture,contappro_fy,            Allotment Releases in FY 2012,62756,0,62756,0,62756,0,1970,0,1970,0,60786,0,60786,
2012_Q3,Department of Budget and Management,budget,Department of Budget and Management,1948992,1185792,636725,126475,1948992,1109700,219211,22794,1351705,76092,417514,103681,597287,0.6935405584
2012_Q3,Department of Budget and Management,budget_curr,      Current Year Budget,1704009,1185792,424619,93598,1704009,1092008,157852,10666,1260526,93784,266767,82932,443483,
2012_Q3,Department of Budget and Management,budget_agency,            Agency Specific Budget,1150737,654762,402899,93076,1150737,586021,151163,10190,747374,68741,251736,82886,403363,
2012_Q3,Department of Budget and Management,budget_spf,            Special Purpose Funds,84868,84868,0,0,84868,65468,0,0,65468,19400,0,0,19400,
2012_Q3,Department of Budget and Management,budget_automatic,            Automatic Appro,468404,446162,21720,522,468404,440519,6689,476,447684,5643,15031,46,20720,
2012_Q3,Department of Budget and Management,contappro,     Continuing Appro,244983,0,212106,32877,244983,17692,61359,12128,91179,-17692,150747,20749,153804,
2012_Q3,Department of Budget and Management,contappro_end,            Unobligated Allotment as of 12/31/11,244983,0,212106,32877,244983,17692,61359,12128,91179,-17692,150747,20749,153804,
2012_Q3,Department of Budget and Management,contappro_fy,            Allotment Releases in FY 2012,0,0,0,0,0,0,0,0,0,0,0,0,0,
2012_Q3,Department of Education,budget,Department of Education,243782433,190267618,34578911,18922000,243768529,138210227,14403517,10002854,162616598,52057391,20175394,8919146,81151931,0.6670943073
2012_Q3,Department of Education,budget_curr,      Current Year Budget,228115083,190267618,26527484,11319981,228115083,138184835,9927651,3942632,152055118,52082783,16599833,7377349,76059965,
2012_Q3,Department of Education,budget_agency,            Agency Specific Budget,193025458,155223491,26488434,11313533,193025458,126139601,9927651,3942632,140009884,29083890,16560783,7370901,53015574,
2012_Q3,Department of Education,budget_spf,            Special Purpose Funds,18658141,18612921,38772,6448,18658141,424,0,0,424,18612497,38772,6448,18657717,
2012_Q3,Department of Education,budget_automatic,            Automatic Appro,16431484,16431206,278,0,16431484,12044810,0,0,12044810,4386396,278,0,4386674,
2012_Q3,Department of Education,contappro,     Continuing Appro,15667350,0,8051427,7602019,15653446,25392,4475866,6060222,10561480,-25392,3575561,1541797,5091966,
2012_Q3,Department of Education,contappro_end,            Unobligated Allotment as of 12/31/11,15058117,0,7992017,7066100,15058117,25392,4475866,6060222,10561480,-25392,3516151,1005878,4496637,
2012_Q3,Department of Education,contappro_fy,            Allotment Releases in FY 2012,609223,0,59410,535919,595329,0,0,0,0,0,59410,535919,595329,
2012_Q3,State Universities and Colleges,budget,State Universities and Colleges,28196600,24393820,3582570,43571,28019961,18053759,2413568,16404,20483731,6340061,1169002,27167,7536230,0.7310406678
2012_Q3,State Universities and Colleges,budget_curr,      Current Year Budget,27838046,24393820,3253407,14180,27661407,18047989,2289446,9877,20347312,6345831,963961,4303,7314095,
2012_Q3,State Universities and Colleges,budget_agency,            Agency Specific Budget,22097645,18902029,3017977,1000,21921006,14863812,2212018,7601,17083431,4038217,805959,-6601,4837575,
2012_Q3,State Universities and Colleges,budget_spf,            Special Purpose Funds,3690188,3441578,235430,13180,3690188,1798348,77428,2276,1878052,1643230,158002,10904,1812136,
2012_Q3,State Universities and Colleges,budget_automatic,            Automatic Appro,2050213,2050213,0,0,2050213,1385829,0,0,1385829,664384,0,0,664384,
2012_Q3,State Universities and Colleges,contappro,     Continuing Appro,358554,0,329163,29391,358554,5770,124122,6527,136419,-5770,205041,22864,222135,
2012_Q3,State Universities and Colleges,contappro_end,            Unobligated Allotment as of 12/31/11,308354,0,284513,23841,308354,1766,107175,3877,112818,-1766,177338,19964,195536,
2012_Q3,State Universities and Colleges,contappro_fy,            Allotment Releases in FY 2012,50200,0,44650,5550,50200,4004,16947,2650,23601,-4004,27703,2900,26599,
2012_Q3,Department of Energy,budget,Department of Energy,9737985,297700,2123165,124517,2545382,220097,1031446,1470,1253013,77603,1091719,123047,1292369,0.4922691368
2012_Q3,Department of Energy,budget_curr,      Current Year Budget,8887428,297700,1279397,117728,1694825,220097,568329,0,788426,77603,711068,117728,906399,
2012_Q3,Department of Energy,budget_agency,            Agency Specific Budget,1243621,231178,931998,80445,1243621,197510,397800,0,595310,33668,534198,80445,648311,
2012_Q3,Department of Energy,budget_spf,            Special Purpose Funds,72701,39201,0,33500,72701,2883,0,0,2883,36318,0,33500,69818,
2012_Q3,Department of Energy,budget_automatic,            Automatic Appro,7571106,27321,347399,3783,378503,19754,170529,0,190283,7567,176870,3783,188220,
2012_Q3,Department of Energy,contappro,     Continuing Appro,850557,0,843768,6789,850557,0,463117,1470,464587,0,380651,5319,385970,
2012_Q3,Department of Energy,contappro_end,            Unobligated Allotment as of 12/31/11,850557,0,843768,6789,850557,0,463117,1470,464587,0,380651,5319,385970,
2012_Q3,Department of Energy,contappro_fy,            Allotment Releases in FY 2012,0,0,0,0,0,0,0,0,0,0,0,0,0,
2012_Q3,Department of Environment and Natural Resources,budget,Department of Environment and Natural Resources,21265696,6148940,9878023,4139570,20166533,4622436,6039784,2590558,13252778,1526504,3838239,1549012,6913755,0.6571669012
2012_Q3,Department of Environment and Natural Resources,budget_curr,      Current Year Budget,18989136,6148940,8435090,3305943,17889973,4622436,4931132,1821091,11374659,1526504,3503958,1484852,6515314,
2012_Q3,Department of Environment and Natural Resources,budget_agency,            Agency Specific Budget,17721150,4970239,8391424,3292261,16653924,3872300,4918307,1815796,10606403,1097939,3473117,1476465,6047521,
2012_Q3,Department of Environment and Natural Resources,budget_spf,            Special Purpose Funds,693067,690867,2200,0,693067,406698,0,0,406698,284169,2200,0,286369,
2012_Q3,Department of Environment and Natural Resources,budget_automatic,            Automatic Appro,574919,487834,41466,13682,542982,343438,12825,5295,361558,144396,28641,8387,181424,
2012_Q3,Department of Environment and Natural Resources,contappro,     Continuing Appro,2276560,0,1442933,833627,2276560,0,1108652,769467,1878119,0,334281,64160,398441,
2012_Q3,Department of Environment and Natural Resources,contappro_end,            Unobligated Allotment as of 12/31/11,2276560,0,1442933,833627,2276560,0,1108652,769467,1878119,0,334281,64160,398441,
2012_Q3,Department of Environment and Natural Resources,contappro_fy,            Allotment Releases in FY 2012,0,0,0,0,0,0,0,0,0,0,0,0,0,
2012_Q3,Department of Finance,budget,Department of Finance,31700478,6400134,9250498,4529225,20179857,4801267,6497664,406370,11705301,1598867,2752834,4122855,8474556,0.5800487585
2012_Q3,Department of Finance,budget_curr,      Current Year Budget,29851010,6400134,8300480,3629775,18330389,4801267,6150605,117580,11069452,1598867,2149875,3512195,7260937,
2012_Q3,Department of Finance,budget_agency,            Agency Specific Budget,13250457,5232466,4095659,2639162,11967287,3917241,2199711,109580,6226532,1315225,1895948,2529582,5740755,
2012_Q3,Department of Finance,budget_spf,            Special Purpose Funds,1893748,630494,375959,887295,1893748,492957,358070,0,851027,137537,17889,887295,1042721,
2012_Q3,Department of Finance,budget_automatic,            Automatic Appro,14706805,537174,3828862,103318,4469354,391069,3592824,8000,3991893,146105,236038,95318,477461,
2012_Q3,Department of Finance,contappro,     Continuing Appro,1849468,0,950018,899450,1849468,0,347059,288790,635849,0,602959,610660,1213619,
2012_Q3,Department of Finance,contappro_end,            Unobligated Allotment as of 12/31/11,1837718,0,938268,899450,1837718,0,347059,288790,635849,0,591209,610660,1201869,
2012_Q3,Department of Finance,contappro_fy,            Allotment Releases in FY 2012,11750,0,11750,0,11750,0,0,0,0,0,11750,0,11750,
2012_Q3,Department of Foreign Affairs,budget,Department of Foreign Affairs,14750847,5743548,7342261,185614,13271423,4355439,4629252,158593,9143284,1388109,2713009,27021,4128139,0.6889452623
2012_Q3,Department of Foreign Affairs,budget_curr,      Current Year Budget,12561443,5743548,5561857,136863,11442268,4355439,2999292,109842,7464573,1388109,2562565,27021,3977695,
2012_Q3,Department of Foreign Affairs,budget_agency,            Agency Specific Budget,10912081,5363248,4292795,136863,9792906,4001831,2070096,109842,6181769,1361417,2222699,27021,3611137,
2012_Q3,Department of Foreign Affairs,budget_spf,            Special Purpose Funds,1563563,294663,1268900,0,1563563,293902,929034,0,1222936,761,339866,0,340627,
2012_Q3,Department of Foreign Affairs,budget_automatic,            Automatic Appro,85799,85637,162,0,85799,59706,162,0,59868,25931,0,0,25931,
2012_Q3,Department of Foreign Affairs,contappro,     Continuing Appro,2189404,0,1780404,48751,1829155,0,1629960,48751,1678711,0,150444,0,150444,
2012_Q3,Department of Foreign Affairs,contappro_end,            Unobligated Allotment as of 12/31/11,1780404,0,1780404,0,1780404,0,1629960,48751,1678711,0,150444,-48751,101693,
2012_Q3,Department of Foreign Affairs,contappro_fy,            Allotment Releases in FY 2012,409000,0,0,48751,48751,0,0,0,0,0,0,48751,48751,
2012_Q3,Department of Health,budget,Department of Health,41236992,9616211,18955408,9647708,38219327,7101713,12639288,6680691,26421692,2514498,6316120,2967017,11797635,0.691317563
2012_Q3,Department of Health,budget_curr,      Current Year Budget,33622022,9616211,15111238,5877208,30604657,7096039,10429083,3428404,20953526,2520172,4682155,2448804,9651131,
2012_Q3,Department of Health,budget_agency,            Agency Specific Budget,30741803,7782738,14427192,5514508,27724438,5893818,9962922,3373686,19230426,1888920,4464270,2140822,8494012,
2012_Q3,Department of Health,budget_spf,            Special Purpose Funds,1317124,1064713,243611,8800,1317124,638043,142766,2950,783759,426670,100845,5850,533365,
2012_Q3,Department of Health,budget_automatic,            Automatic Appro,1563095,768760,440435,353900,1563095,564178,323395,51768,939341,204582,117040,302132,623754,
2012_Q3,Department of Health,contappro,     Continuing Appro,7614670,0,3844170,3770500,7614670,5674,2210205,3252287,5468166,-5674,1633965,518213,2146504,
2012_Q3,Department of Health,contappro_end,            Unobligated Allotment as of 12/31/11,6855482,0,3802440,3053042,6855482,5674,2210205,3252287,5468166,-5674,1592235,-199245,1387316,
2012_Q3,Department of Health,contappro_fy,            Allotment Releases in FY 2012,759188,0,41730,717458,759188,0,0,0,0,0,41730,717458,759188,
2012_Q3,Department of the Interior and Local Government,budget,Department of the Interior and Local Government,118522176,97444653,13848245,6774236,118067134,72962106,8679948,1192401,82834455,24482547,5168297,5581835,35232679,0.7015877509
2012_Q3,Department of the Interior and Local Government,budget_curr,      Current Year Budget,113592284,97444653,12001453,3691136,113137242,72962106,7607908,657479,81227493,24482547,4393545,3033657,31909749,
2012_Q3,Department of the Interior and Local Government,budget_agency,            Agency Specific Budget,92812547,78455301,11021605,2956225,92433131,57689588,7587006,652301,65928895,20765713,3434599,2303924,26504236,
2012_Q3,Department of the Interior and Local Government,budget_spf,            Special Purpose Funds,19605435,18614843,978914,11678,19605435,15008229,20902,4960,15034091,3606614,958012,6718,4571344,
2012_Q3,Department of the Interior and Local Government,budget_automatic,            Automatic Appro,1174302,374509,934,723233,1098676,264289,0,218,264507,110220,934,723015,834169,
2012_Q3,Department of the Interior and Local Government,contappro,     Continuing Appro,4929892,0,1846792,3083100,4929892,0,1072040,534922,1606962,0,774752,2548178,3322930,
2012_Q3,Department of the Interior and Local Government,contappro_end,            Unobligated Allotment as of 12/31/11,3954182,0,1603792,2350390,3954182,0,1059170,240581,1299751,0,544622,2109809,2654431,
2012_Q3,Department of the Interior and Local Government,contappro_fy,            Allotment Releases in FY 2012,975710,0,243000,732710,975710,0,12870,294341,307211,0,230130,438369,668499,
